Property ID,Postal Code,Locality,Property Type,Sale Type,Price (€),Surface of the plot (m²),Living Area (m²),Bedrooms,Bathrooms,Furnished,Kitchen Type,Building condition,number of Frontages,number of Floors,Floor,Construction Year,Primary Energy Consumption (kWh/m²),Energy class,Flood Zone Type,Garden Surface,Terrace Surface,Swimming Pool,Elevator,Basement,Public Sale,Price Label,URL
20260850,1150,Woluwe-Saint-Pierre,house,for-sale,575000575000,137.0,177.0,5.0,1.0,No,Not installed,To renovate,2.0,2.0,,1949.0,338.0,F,Non flood zone,60.0,30.0,No,No,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/20260850
20261211,2100,Antwerpen,apartment,for-sale,174900174900,,70.0,2.0,1.0,,Installed,To be done up,2.0,2.0,1.0,1963.0,114.0,B,Non flood zone,,3.0,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2100/20261211
20262067,3300,Tienen,apartment,for-sale,189000189000,,81.0,2.0,1.0,,,To renovate,4.0,10.0,1.0,1972.0,202.0,C,Non flood zone,,22.0,,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/tienen/3300/20262067
20260393,1030,Schaerbeek,house,for-sale,495000495000,100.0,120.0,3.0,2.0,No,Hyper equipped,As new,2.0,2.0,,1928.0,299.0,F,Non flood zone,12.0,34.0,No,No,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/20260393
20262780,2640,Mortsel,ground-floor,for-sale,225000225000,,55.0,1.0,1.0,,Installed,Good,2.0,2.0,,1956.0,316.0,D,Possible flood zone,106.0,30.0,,,,Not a public sale,,https://www.immoweb.be/en/classified/ground-floor/for-sale/mortsel/2640/20262780
20254967,9230,Wetteren,house,for-sale,740000740000,1481.0,252.0,4.0,2.0,,Semi equipped,To be done up,4.0,,,1978.0,278.0,C,Non flood zone,1292.0,40.0,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20254967
20256995,2600,Berchem,apartment,for-sale,322500322500,,100.0,3.0,1.0,,Installed,Just renovated,2.0,5.0,2.0,1965.0,144.0,B,Non flood zone,,4.0,,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20256995
20259276,9400,Ninove,apartment,for-sale,299000299000,,153.0,3.0,2.0,,Installed,Good,2.0,,2.0,2006.0,92.0,A,Non flood zone,,6.0,,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/ninove/9400/20259276
20259522,2170,Antwerpen,ground-floor,for-sale,329900329900,,125.0,3.0,1.0,,Installed,Just renovated,2.0,7.0,,1975.0,248.0,C,Non flood zone,150.0,,,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/ground-floor/for-sale/antwerpen/2170/20259522
20257881,2140,Borgerhout,apartment,for-sale,209000209000,,88.0,2.0,1.0,,Installed,Good,2.0,6.0,4.0,1965.0,177.0,B,Non flood zone,,8.0,,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/20257881
20257426,1200,Woluwe-Saint-Lambert,apartment,for-sale,495000495000,,90.0,2.0,1.0,No,Installed,As new,2.0,6.0,6.0,2007.0,226.0,E,Non flood zone,,8.0,No,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20257426
20262832,1020,Laeken,apartment,for-sale,270000270000,,99.0,2.0,,,Hyper equipped,Just renovated,,,2.0,1967.0,212.0,E,,,,,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/laeken/1020/20262832
20260363,7950,Ladeuze,villa,for-sale,215000215000,1080.0,136.0,3.0,1.0,,Semi equipped,To renovate,4.0,,,1953.0,563.0,G,,1080.0,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/villa/for-sale/ladeuze/7950/20260363
20262812,8301,Heist-Aan-Zee,house,for-sale,669000669000,,128.0,3.0,2.0,,,As new,3.0,3.0,,1956.0,193.0,B,Non flood zone,65.0,65.0,,No,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/heist-aan-zee/8301/20262812
20262809,8020,Oostkamp,house,for-sale,625000625000,1160.0,241.0,4.0,2.0,,,Good,4.0,2.0,,2008.0,106.0,B,Non flood zone,833.0,40.0,,No,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/oostkamp/8020/20262809
20262802,1180,Uccle,villa,for-sale,16950001695000,412.0,450.0,3.0,3.0,No,Hyper equipped,Good,3.0,2.0,,1959.0,384.0,G,Non flood zone,233.0,60.0,No,No,Yes,Not a public sale,,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/20262802
20262797,7100,La Louvieare,apartment,for-sale,179000179000,,75.0,2.0,,,Installed,Good,2.0,,,,231.0,C,,,,,,14,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/la%20louvi%C3%A8re/7100/20262797
20262796,8020,Oostkamp,manor-house,for-sale,17500001750000,18131.0,445.0,8.0,8.0,,,As new,4.0,,,1930.0,422.0,E,Non flood zone,,,Yes,No,,Not a public sale,,https://www.immoweb.be/en/classified/manor-house/for-sale/oostkamp/8020/20262796
20262793,1700,Dilbeek,mixed-use-building,for-sale,895000895000,2450.0,885.0,,,,,,4.0,,,,380.0,D,,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/dilbeek/1700/20262793
20262790,1750,Lennik,mixed-use-building,for-sale,895000895000,2450.0,885.0,4.0,,,,,4.0,,,,380.0,D,,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/lennik/1750/20262790
20262791,1750,Lennik,villa,for-sale,895000895000,2450.0,885.0,4.0,,,,,4.0,,,,380.0,D,,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/villa/for-sale/lennik/1750/20262791
20225638,8430,Middelkerke,flat-studio,for-sale,110000110000120000,,39.0,,1.0,Yes,Semi equipped,Good,2.0,2.0,,,337.0,D,,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/flat-studio/for-sale/middelkerke/8430/20225638
20262787,8600,Diksmuide,apartment,for-sale,273500273500,,67.0,2.0,,,,,,,3.0,,,C,,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/diksmuide/8600/20262787
11128146,1180,Uccle,villa,for-sale,215000021500002595000,3237.0,549.0,8.0,7.0,No,Semi equipped,To renovate,4.0,1.0,,1968.0,493.0,G,Non flood zone,3200.0,75.0,No,No,Yes,Not a public sale,,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/11128146
20086613,4190,Xhoris,house,for-sale,259000259000269000,950.0,70.0,1.0,1.0,,Installed,Just renovated,4.0,,,,473.0,F,,950.0,17.0,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/xhoris/4190/20086613
20262784,1180,Uccle,apartment,for-sale,390000390000,,115.0,2.0,1.0,,Installed,Good,4.0,4.0,4.0,1980.0,179.0,D,Non flood zone,,,No,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20262784
20262783,8620,Nieuwpoort,apartment,for-sale,355000355000,,70.0,2.0,1.0,Yes,Installed,Good,4.0,3.0,1.0,2004.0,112.0,B,,,,,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/20262783
20262776,3920,Lommel,house,for-sale,499000499000,665.0,204.0,3.0,1.0,No,,,4.0,,,2016.0,94.0,A,Non flood zone,,,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/lommel/3920/20262776
20262775,8870,Izegem,house,for-sale,240000240000,200.0,146.0,3.0,,,,As new,2.0,,,1928.0,399.0,D,,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20262775
20262774,8750,Zwevezele,house,for-sale,178500178500,243.0,183.0,4.0,,,,,4.0,,,,990.0,F,,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/zwevezele/8750/20262774
20262773,8580,Avelgem,apartment,for-sale,169998169998,,84.0,2.0,,,,As new,3.0,,,,254.0,C,,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/avelgem/8580/20262773
20262769,4000,Lieage,penthouse,for-sale,860000860000,,197.0,3.0,2.0,,,As new,2.0,,5.0,2024.0,,A,,,170.0,,Yes,25,Not a public sale,,https://www.immoweb.be/en/classified/penthouse/for-sale/li%C3%A8ge/4000/20262769
10379148,1180,Uccle,villa,for-sale,215000021500002595000,3237.0,500.0,5.0,3.0,No,Hyper equipped,To be done up,4.0,2.0,,1968.0,493.0,G,Non flood zone,3200.0,150.0,No,No,Yes,Not a public sale,,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/10379148
20262767,2000,Antwerpen,apartment,for-sale,449000449000,,119.0,2.0,1.0,,,Good,2.0,,,2006.0,262.0,C,Non flood zone,,17.0,No,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20262767
20261092,2100,Deurne,mixed-use-building,for-sale,642000642000,233.0,267.0,9.0,3.0,,Semi equipped,To be done up,2.0,3.0,,1960.0,204.0,C,Non flood zone,97.0,6.0,,,,Not a public sale,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/deurne/2100/20261092
20261665,1190,Forest,apartment,for-sale,169000169000,,57.0,1.0,1.0,No,Not installed,To renovate,2.0,4.0,1.0,1933.0,366.0,G,Non flood zone,,6.0,No,No,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20261665
20260146,1180,Uccle,apartment,for-sale,295000295000,,86.0,2.0,1.0,No,Semi equipped,To renovate,3.0,12.0,2.0,1975.0,206.0,D,Non flood zone,,23.0,No,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20260146
20260785,1090,Jette,apartment,for-sale,299000299000,,128.0,3.0,1.0,No,Installed,Good,2.0,5.0,2.0,1963.0,405.0,G,Non flood zone,,,No,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/20260785
20261667,1190,Forest,apartment,for-sale,169000169000,,57.0,1.0,1.0,No,Not installed,To renovate,2.0,4.0,3.0,1933.0,414.0,G,Non flood zone,,6.0,No,No,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20261667
20252354,9600,Ronse,house,for-sale,319000319000,767.0,125.0,3.0,1.0,,,To renovate,4.0,1.0,,1988.0,715.0,F,Non flood zone,370.0,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20252354
20259523,2170,Merksem,apartment,for-sale,209900209900,,85.0,2.0,1.0,,Installed,Good,3.0,3.0,3.0,1965.0,161.0,B,Non flood zone,,3.0,,,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/merksem/2170/20259523
20257342,1030,Schaerbeek,apartment,for-sale,149000149000,,45.0,1.0,1.0,No,Installed,Good,2.0,4.0,1.0,1935.0,161.0,D,Non flood zone,,,No,No,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20257342
20260954,9500,Geraardsbergen,apartment,for-sale,225000225000,,72.0,2.0,1.0,,Installed,Good,,,1.0,2007.0,132.0,B,Non flood zone,,9.0,,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/geraardsbergen/9500/20260954
20254019,1180,Uccle,apartment,for-sale,445000445000,,120.0,2.0,2.0,No,Installed,To renovate,2.0,6.0,1.0,1973.0,292.0,F,Non flood zone,90.0,12.0,No,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20254019
20257814,6700,Arlon-Stockem,apartment,for-sale,209000209000,,65.0,2.0,1.0,,Installed,Good,2.0,3.0,2.0,1990.0,315.0,D,Non flood zone,413.0,,,,1,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/arlon-stockem/6700/20257814
20262766,8310,Brugge Sint-Kruis,apartment,for-sale,289000289000,,90.0,2.0,1.0,No,Semi equipped,To be done up,2.0,3.0,1.0,1994.0,114.0,B,Non flood zone,,5.0,No,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/brugge%20sint-kruis/8310/20262766
20262764,1083,Ganshoren,apartment,for-sale,220000220000,,90.0,2.0,1.0,,,To renovate,,7.0,7.0,1967.0,464.0,G,,,7.0,,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/20262764
11162712,1000,Brussel,apartment,for-sale,299000299000320000,,76.0,2.0,1.0,Yes,,Good,,,1.0,,77.0,B,,,,,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/11162712
20262765,3270,Scherpenheuvel,house,for-sale,360000360000,770.0,174.0,3.0,1.0,,Installed,Just renovated,2.0,,,1920.0,254.0,C,Non flood zone,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/scherpenheuvel/3270/20262765
20260511,2850,Boom,house,for-sale,410000410000,,134.0,3.0,1.0,,Installed,,3.0,,,2022.0,24.0,A,,32.0,24.0,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/boom/2850/20260511
20262755,2300,Turnhout,house,for-sale,249000249000,,72.0,2.0,1.0,,Installed,Good,3.0,,,2001.0,193.0,B,Non flood zone,,7.0,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/turnhout/2300/20262755
20225932,2300,Turnhout,apartment,for-sale,249000249000,,72.0,2.0,1.0,,Installed,Good,3.0,,,2001.0,193.0,B,Non flood zone,,7.0,,,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/turnhout/2300/20225932
20259532,1853,Strombeek-Bever,mixed-use-building,for-sale,650000650000,320.0,,4.0,2.0,,Installed,Good,2.0,,,1965.0,374.0,D,,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/strombeek-bever/1853/20259532
20262754,6700,Arlon,apartment,for-sale,270000270000,,65.0,1.0,1.0,,Installed,Good,,3.0,3.0,2017.0,130.0,B,,,,,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/20262754
20262753,9300,Aalst,apartment,for-sale,225000225000,,102.0,2.0,1.0,,Installed,Good,2.0,6.0,1.0,,131.0,B,Non flood zone,,,,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20262753
20238092,3070,Kortenberg,house,for-sale,329000329000,396.0,,3.0,1.0,,,,,,,,,D,,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/kortenberg/3070/20238092
20262751,9070,Heusden,house,for-sale,490000490000,1425.0,110.0,2.0,1.0,,Semi equipped,To renovate,4.0,,,1977.0,740.0,F,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/heusden/9070/20262751
20262509,2630,Aartselaar,apartment-block,for-sale,649000649000,203.0,220.0,,3.0,,,Good,2.0,3.0,,1977.0,175.0,B,,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/apartment-block/for-sale/aartselaar/2630/20262509
20262508,4042,Liers,house,for-sale,385000385000,248.0,152.0,4.0,1.0,No,Installed,As new,2.0,2.0,,2020.0,100.0,B,Non flood zone,151.0,28.0,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/liers/4042/20262508
20262500,3000,Leuven,flat-studio,for-sale,199000199000,,25.0,,1.0,Yes,Not installed,Good,2.0,,1.0,1973.0,182.0,B,,,,,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/flat-studio/for-sale/leuven/3000/20262500
20262496,2300,Turnhout,house,for-sale,229000229000,147.0,158.0,3.0,1.0,,Installed,,2.0,,,1955.0,227.0,C,,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/turnhout/2300/20262496
20262497,2300,Turnhout,house,for-sale,249000249000,120.0,108.0,3.0,1.0,,Hyper equipped,,2.0,,,1930.0,227.0,C,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/turnhout/2300/20262497
20262501,2400,Mol,house,for-sale,299000299000,1346.0,220.0,3.0,1.0,No,Installed,To be done up,4.0,,,1965.0,644.0,F,,1346.0,26.0,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/mol/2400/20262501
20262265,9000,Gent,apartment,for-sale,335000335000,,92.0,2.0,1.0,,Hyper equipped,Good,2.0,4.0,1.0,2022.0,45.0,A,Non flood zone,,6.0,,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20262265
20262261,9051,Gent Sint-Denijs-Westrem,house,for-sale,555000555000,,,3.0,1.0,No,Hyper equipped,,2.0,2.0,,2024.0,,Not specified,Non flood zone,59.0,,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/gent%20sint-denijs-westrem/9051/20262261
20262263,9000,Gent,mansion,for-sale,11950001195000,182.0,415.0,6.0,2.0,No,Not installed,To be done up,2.0,4.0,,1792.0,269.0,C,Non flood zone,57.0,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/mansion/for-sale/gent/9000/20262263
20262264,9880,Aalter,villa,for-sale,11990001199000,3646.0,482.0,5.0,2.0,No,Hyper equipped,As new,4.0,2.0,,1976.0,124.0,B,Non flood zone,,,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/villa/for-sale/aalter/9880/20262264
20262259,9230,Wetteren,villa,for-sale,522116522116,838.0,165.0,3.0,1.0,,Hyper equipped,As new,4.0,,,2024.0,,Not specified,Non flood zone,718.0,23.0,,,,Not a public sale,,https://www.immoweb.be/en/classified/villa/for-sale/wetteren/9230/20262259
20262258,9800,Deinze,apartment,for-sale,385000385000,,96.0,2.0,2.0,No,Hyper equipped,As new,4.0,6.0,4.0,2024.0,,Not specified,Non flood zone,,17.0,No,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20262258
20262260,9800,Deinze,apartment,for-sale,245000245000,,68.0,1.0,1.0,No,Hyper equipped,As new,4.0,7.0,1.0,2024.0,,Not specified,Non flood zone,,14.0,No,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20262260
20262256,9800,Deinze,penthouse,for-sale,400000400000,,96.0,2.0,2.0,No,Hyper equipped,As new,4.0,6.0,6.0,2024.0,,Not specified,Non flood zone,,17.0,No,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/penthouse/for-sale/deinze/9800/20262256
20262254,9800,Deinze,apartment,for-sale,375000375000,,89.0,2.0,1.0,No,Hyper equipped,As new,4.0,6.0,5.0,2024.0,,Not specified,Non flood zone,,24.0,No,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20262254
20262257,9800,Deinze,apartment,for-sale,560000560000,,130.0,3.0,2.0,No,Hyper equipped,As new,4.0,7.0,2.0,2024.0,,Not specified,Non flood zone,,28.0,No,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20262257
20261486,1140,Evere,duplex,for-sale,410000410000,,105.0,3.0,2.0,No,Hyper equipped,As new,2.0,4.0,,2023.0,40.0,A,Non flood zone,25.0,10.0,No,No,Yes,Not a public sale,,https://www.immoweb.be/en/classified/duplex/for-sale/evere/1140/20261486
20254454,2600,Berchem,apartment,for-sale,214500214500,,85.0,2.0,1.0,,Installed,Good,2.0,,6.0,1968.0,107.0,B,Non flood zone,,3.0,,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20254454
20259269,1760,Roosdaal,apartment,for-sale,399000399000,,141.0,3.0,1.0,,Hyper equipped,Just renovated,,,1.0,,108.0,B,Non flood zone,,65.0,,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/roosdaal/1760/20259269
20258704,9000,Gent,apartment,for-sale,345000345000,,103.0,2.0,1.0,No,Installed,Good,,8.0,4.0,1980.0,129.0,B,Non flood zone,,10.0,,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20258704
20258863,9600,Ronse,villa,for-sale,399000399000,992.0,197.0,4.0,1.0,No,Hyper equipped,Just renovated,4.0,1.0,,1971.0,371.0,D,Non flood zone,485.0,30.0,No,No,Yes,Not a public sale,,https://www.immoweb.be/en/classified/villa/for-sale/ronse/9600/20258863
20257259,1300,Wavre,house,for-sale,650000650000,2363.0,262.0,4.0,3.0,No,Installed,Good,4.0,2.0,,1969.0,314.0,D,Non flood zone,215.0,40.0,No,No,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/20257259
20261847,9900,Eeklo,apartment,for-sale,170000170000,,98.0,2.0,1.0,,Semi equipped,To be done up,,3.0,2.0,2001.0,194.0,B,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/eeklo/9900/20261847
20261682,1190,Forest,duplex,for-sale,199000199000,,106.0,1.0,1.0,No,Not installed,To renovate,2.0,4.0,4.0,1933.0,1069.0,G,Non flood zone,,,No,No,Yes,Not a public sale,,https://www.immoweb.be/en/classified/duplex/for-sale/forest/1190/20261682
20259952,1080,Molenbeek-Saint-Jean,apartment,for-sale,265000265000,,83.0,2.0,1.0,,Hyper equipped,As new,2.0,20.0,7.0,2020.0,94.0,B,Non flood zone,,4.0,No,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20259952
20261513,8400,Oostende,service-flat,for-sale,425000425000,,98.0,1.0,1.0,,,Good,,4.0,3.0,2022.0,,A,Non flood zone,,,,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/service-flat/for-sale/oostende/8400/20261513
20261481,9800,Deinze,apartment,for-sale,647000647000,,121.0,2.0,2.0,No,Installed,Good,,7.0,6.0,2024.0,,A,Recognized flood zone,,14.0,,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20261481
20262233,8600,Diksmuide,apartment,for-sale,299000299000,,141.0,2.0,1.0,No,,,4.0,3.0,3.0,2006.0,166.0,B,Non flood zone,,,No,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/diksmuide/8600/20262233
20262232,8600,Diksmuide,house,for-sale,499000499000,1535.0,286.0,6.0,2.0,No,,,3.0,,,1979.0,221.0,C,Non flood zone,,,No,No,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/diksmuide/8600/20262232
20262255,9800,Deinze,apartment,for-sale,380000380000,,94.0,2.0,1.0,No,Hyper equipped,As new,4.0,7.0,4.0,2024.0,,Not specified,Non flood zone,,30.0,No,Yes,Yes,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20262255
20262230,8691,Stavele Alveringem,house,for-sale,395000395000,3289.0,188.0,3.0,1.0,No,,,4.0,,,,980.0,F,,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/stavele%20%28alveringem%29/8691/20262230
20262234,6870,Hatrival Saint-Hubert,house,for-sale,230000230000,1545.0,189.0,3.0,1.0,No,Not installed,,4.0,,,1899.0,633.0,G,,,,,,14,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/hatrival%20%28saint-hubert%29/6870/20262234
20262229,6811,Chiny,house,for-sale,325000325000,191.0,199.0,4.0,2.0,No,,,2.0,,,1930.0,242.0,C,Non flood zone,,,,,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/chiny/6811/20262229
20262228,1600,Sint-Pieters-Leeuw,house,for-sale,365000365000,321.0,169.0,2.0,1.0,No,,,3.0,3.0,,1976.0,230.0,C,Non flood zone,,,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/sint-pieters-leeuw/1600/20262228
20262226,2000,Antwerpen,house,for-sale,399000399000,42.0,127.0,2.0,1.0,No,Hyper equipped,,2.0,,,1937.0,183.0,B,Non flood zone,,12.0,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2000/20262226
20262222,2000,Antwerpen,triplex,for-sale,399000399000,,127.0,2.0,1.0,No,Hyper equipped,,2.0,,,1937.0,183.0,B,Non flood zone,,12.0,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/triplex/for-sale/antwerpen/2000/20262222
20262227,8400,Oostende,ground-floor,for-sale,179000179000,,79.0,1.0,1.0,Yes,Installed,Good,2.0,8.0,,2000.0,395.0,D,Non flood zone,,,Yes,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/ground-floor/for-sale/oostende/8400/20262227
20262188,9700,Oudenaarde,apartment,for-sale,329000329000,,101.0,2.0,1.0,No,Hyper equipped,As new,2.0,2.0,2.0,2024.0,,Not specified,Non flood zone,,8.0,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20262188
20262186,9700,Oudenaarde,apartment,for-sale,275000275000,,86.0,2.0,1.0,No,Hyper equipped,As new,2.0,2.0,2.0,2024.0,,Not specified,Non flood zone,,4.0,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20262186
20262099,9000,Gent,duplex,for-sale,601900601900,,146.0,3.0,1.0,No,Hyper equipped,As new,,4.0,,,,Not specified,Non flood zone,,27.0,No,Yes,,Not a public sale,,https://www.immoweb.be/en/classified/duplex/for-sale/gent/9000/20262099
20262096,9700,Oudenaarde,apartment,for-sale,300000300000,,89.0,2.0,1.0,No,Hyper equipped,As new,2.0,2.0,2.0,2024.0,,Not specified,Non flood zone,,8.0,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20262096
20262097,9700,Oudenaarde,apartment,for-sale,292105292105,,86.0,2.0,1.0,No,Hyper equipped,As new,2.0,2.0,1.0,2024.0,,Not specified,Non flood zone,,4.0,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20262097
20262118,9700,Oudenaarde,apartment,for-sale,329000329000,,101.0,2.0,1.0,No,Hyper equipped,As new,2.0,2.0,1.0,2024.0,,Not specified,Non flood zone,,8.0,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20262118
20262094,9700,Oudenaarde,apartment,for-sale,313258313258,,89.0,2.0,1.0,No,Hyper equipped,As new,2.0,2.0,1.0,2024.0,,Not specified,Non flood zone,,8.0,No,No,,Not a public sale,,https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20262094
20262074,8510,Bellegem,house,for-sale,475000475000,552.0,249.0,3.0,1.0,,,As new,3.0,4.0,,2006.0,151.0,B,,,,No,No,19,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/bellegem/8510/20262074
11490740,8680,Koekelare,house,for-sale,7500092275000922,1249.0,168.0,3.0,1.0,,Semi equipped,To be done up,4.0,,,1982.0,450.0,E,Non flood zone,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/house/for-sale/koekelare/8680/11490740
20222293,8680,Koekelare,villa,for-sale,7500092275000922,1249.0,168.0,3.0,1.0,,Semi equipped,To be done up,4.0,,,1982.0,450.0,E,Non flood zone,,,,,Yes,Not a public sale,,https://www.immoweb.be/en/classified/villa/for-sale/koekelare/8680/20222293
