20225638,8430,middelkerke,flat-studio,for-sale,110000110000120000,None,39,None,1,Yes,Semi equipped,Good,2,2,None,None,337,D,None,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/flat-studio/for-sale/middelkerke/8430/20225638
20262787,8600,diksmuide,apartment,for-sale,273500273500,None,67,2,None,None,None,None,None,None,3,None,None,C,None,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/diksmuide/8600/20262787
20086613,4190,xhoris,house,for-sale,259000259000269000,950,70,1,1,None,Installed,Just renovated,4,None,None,None,473,F,None,950,17,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/xhoris/4190/20086613
11128146,1180,uccle,villa,for-sale,215000021500002595000,3237,549,8,7,No,Semi equipped,To renovate,4,1,None,1968,493,G,Non flood zone,3200,75,No,No,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/11128146
20262783,8620,nieuwpoort,apartment,for-sale,355000355000,None,70,2,1,Yes,Installed,Good,4,3,1,2004,112,B,None,None,None,None,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/20262783
20262784,1180,uccle,apartment,for-sale,390000390000,None,115,2,1,None,Installed,Good,4,4,4,1980,179,D,Non flood zone,None,None,No,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20262784
20262777,4000,li%C3%A8ge,apartment,for-sale,249500249500,None,80,2,1,No,Hyper equipped,Just renovated,None,12,1,1974,153,B,Non flood zone,None,16,No,Yes,Yes,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4000/20262777
20262776,3920,lommel,house,for-sale,499000499000,665,204,3,1,No,None,None,4,None,None,2016,94,A,Non flood zone,None,None,No,No,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/lommel/3920/20262776
20262775,8870,izegem,house,for-sale,240000240000,200,146,3,None,None,None,As new,2,None,None,1928,399,D,None,None,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20262775
20262774,8750,zwevezele,house,for-sale,178500178500,243,183,4,None,None,None,None,4,None,None,None,990,F,None,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/zwevezele/8750/20262774
20262773,8580,avelgem,apartment,for-sale,169998169998,None,84,2,None,None,None,As new,3,None,None,None,254,C,None,None,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/avelgem/8580/20262773
10379148,1180,uccle,villa,for-sale,215000021500002595000,3237,500,5,3,No,Hyper equipped,To be done up,4,2,None,1968,493,G,Non flood zone,3200,150,No,No,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/10379148
20262769,4000,li%C3%A8ge,penthouse,for-sale,860000860000,None,197,3,2,None,None,As new,2,None,5,2024,None,A,None,None,170,None,Yes,25,Not a public sale,None,https://www.immoweb.be/en/classified/penthouse/for-sale/li%C3%A8ge/4000/20262769
20262767,2000,antwerpen,apartment,for-sale,449000449000,None,119,2,1,None,None,Good,2,None,None,2006,262,C,Non flood zone,None,17,No,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20262767
20261667,1190,forest,apartment,for-sale,169000169000,None,57,1,1,No,Not installed,To renovate,2,4,3,1933,414,G,Non flood zone,None,6,No,No,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20261667
20261092,2100,deurne,mixed-use-building,for-sale,642000642000,233,267,9,3,None,Semi equipped,To be done up,2,3,None,1960,204,C,Non flood zone,97,6,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/deurne/2100/20261092
20260146,1180,uccle,apartment,for-sale,295000295000,None,86,2,1,No,Semi equipped,To renovate,3,12,2,1975,206,D,Non flood zone,None,23,No,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20260146
20261665,1190,forest,apartment,for-sale,169000169000,None,57,1,1,No,Not installed,To renovate,2,4,1,1933,366,G,Non flood zone,None,6,No,No,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20261665
20260785,1090,jette,apartment,for-sale,299000299000,None,128,3,1,No,Installed,Good,2,5,2,1963,405,G,Non flood zone,None,None,No,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/20260785
20252354,9600,ronse,house,for-sale,319000319000,767,125,3,1,None,None,To renovate,4,1,None,1988,715,F,Non flood zone,370,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20252354
20257342,1030,schaerbeek,apartment,for-sale,149000149000,None,45,1,1,No,Installed,Good,2,4,1,1935,161,D,Non flood zone,None,None,No,No,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20257342
20259523,2170,merksem,apartment,for-sale,209900209900,None,85,2,1,None,Installed,Good,3,3,3,1965,161,B,Non flood zone,None,3,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/merksem/2170/20259523
20260954,9500,geraardsbergen,apartment,for-sale,225000225000,None,72,2,1,None,Installed,Good,None,None,1,2007,132,B,Non flood zone,None,9,None,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/geraardsbergen/9500/20260954
20257814,6700,arlon-stockem,apartment,for-sale,209000209000,None,65,2,1,None,Installed,Good,2,3,2,1990,315,D,Non flood zone,413,None,None,None,1,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/arlon-stockem/6700/20257814
20254019,1180,uccle,apartment,for-sale,445000445000,None,120,2,2,No,Installed,To renovate,2,6,1,1973,292,F,Non flood zone,90,12,No,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20254019
20262766,8310,brugge%20sint-kruis,apartment,for-sale,289000289000,None,90,2,1,No,Semi equipped,To be done up,2,3,1,1994,114,B,Non flood zone,None,5,No,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/brugge%20sint-kruis/8310/20262766
20262765,3270,scherpenheuvel,house,for-sale,360000360000,770,174,3,1,None,Installed,Just renovated,2,None,None,1920,254,C,Non flood zone,None,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/scherpenheuvel/3270/20262765
20262764,1083,ganshoren,apartment,for-sale,220000220000,None,90,2,1,None,None,To renovate,None,7,7,1967,464,G,None,None,7,None,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/20262764
11162712,1000,brussel,apartment,for-sale,299000299000320000,None,76,2,1,Yes,None,Good,None,None,1,None,77,B,None,None,None,None,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/11162712
20262755,2300,turnhout,house,for-sale,249000249000,None,72,2,1,None,Installed,Good,3,None,None,2001,193,B,Non flood zone,None,7,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/turnhout/2300/20262755
20225932,2300,turnhout,apartment,for-sale,249000249000,None,72,2,1,None,Installed,Good,3,None,None,2001,193,B,Non flood zone,None,7,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/turnhout/2300/20225932
20259532,1853,strombeek-bever,mixed-use-building,for-sale,650000650000,320,None,4,2,None,Installed,Good,2,None,None,1965,374,D,None,None,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/strombeek-bever/1853/20259532
20260511,2850,boom,house,for-sale,410000410000,None,134,3,1,None,Installed,None,3,None,None,2022,24,A,None,32,24,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/boom/2850/20260511
20238092,3070,kortenberg,house,for-sale,329000329000,396,None,3,1,None,None,None,None,None,None,None,None,D,None,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/kortenberg/3070/20238092
20262754,6700,arlon,apartment,for-sale,270000270000,None,65,1,1,None,Installed,Good,None,3,3,2017,130,B,None,None,None,None,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/20262754
20262753,9300,aalst,apartment,for-sale,225000225000,None,102,2,1,None,Installed,Good,2,6,1,None,131,B,Non flood zone,None,None,None,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20262753
20262751,9070,heusden,house,for-sale,490000490000,1425,110,2,1,None,Semi equipped,To renovate,4,None,None,1977,740,F,Non flood zone,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/heusden/9070/20262751
20262509,2630,aartselaar,apartment-block,for-sale,649000649000,203,220,None,3,None,None,Good,2,3,None,1977,175,B,None,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment-block/for-sale/aartselaar/2630/20262509
20262508,4042,liers,house,for-sale,385000385000,248,152,4,1,No,Installed,As new,2,2,None,2020,100,B,Non flood zone,151,28,No,No,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/liers/4042/20262508
20262501,2400,mol,house,for-sale,299000299000,1346,220,3,1,No,Installed,To be done up,4,None,None,1965,644,F,None,1346,26,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/mol/2400/20262501
20262500,3000,leuven,flat-studio,for-sale,199000199000,None,25,None,1,Yes,Not installed,Good,2,None,1,1973,182,B,None,None,None,None,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/flat-studio/for-sale/leuven/3000/20262500
20262496,2300,turnhout,house,for-sale,229000229000,147,158,3,1,None,Installed,None,2,None,None,1955,227,C,None,None,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/turnhout/2300/20262496
20262497,2300,turnhout,house,for-sale,249000249000,120,108,3,1,None,Hyper equipped,None,2,None,None,1930,227,C,Non flood zone,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/turnhout/2300/20262497
20262265,9000,gent,apartment,for-sale,335000335000,None,92,2,1,None,Hyper equipped,Good,2,4,1,2022,45,A,Non flood zone,None,6,None,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20262265
20262360,1495,villers-la-ville,mixed-use-building,for-sale,400000400000,404,290,6,3,No,Semi equipped,Just renovated,3,2,None,1920,135,B,Non flood zone,None,592,None,None,Yes,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/villers-la-ville/1495/20262360
20262264,9880,aalter,villa,for-sale,11990001199000,3646,482,5,2,No,Hyper equipped,As new,4,2,None,1976,124,B,Non flood zone,None,None,No,No,None,Not a public sale,None,https://www.immoweb.be/en/classified/villa/for-sale/aalter/9880/20262264
20262261,9051,gent%20sint-denijs-westrem,house,for-sale,555000555000,None,None,3,1,No,Hyper equipped,None,2,2,None,2024,None,Not specified,Non flood zone,59,None,No,No,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/gent%20sint-denijs-westrem/9051/20262261
20262263,9000,gent,mansion,for-sale,11950001195000,182,415,6,2,No,Not installed,To be done up,2,4,None,1792,269,C,Non flood zone,57,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/mansion/for-sale/gent/9000/20262263
20262259,9230,wetteren,villa,for-sale,522116522116,838,165,3,1,None,Hyper equipped,As new,4,None,None,2024,None,Not specified,Non flood zone,718,23,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/villa/for-sale/wetteren/9230/20262259
20262258,9800,deinze,apartment,for-sale,385000385000,None,96,2,2,No,Hyper equipped,As new,4,6,4,2024,None,Not specified,Non flood zone,None,17,No,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20262258
20262260,9800,deinze,apartment,for-sale,245000245000,None,68,1,1,No,Hyper equipped,As new,4,7,1,2024,None,Not specified,Non flood zone,None,14,No,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20262260
20262256,9800,deinze,penthouse,for-sale,400000400000,None,96,2,2,No,Hyper equipped,As new,4,6,6,2024,None,Not specified,Non flood zone,None,17,No,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/penthouse/for-sale/deinze/9800/20262256
20262254,9800,deinze,apartment,for-sale,375000375000,None,89,2,1,No,Hyper equipped,As new,4,6,5,2024,None,Not specified,Non flood zone,None,24,No,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20262254
20262257,9800,deinze,apartment,for-sale,560000560000,None,130,3,2,No,Hyper equipped,As new,4,7,2,2024,None,Not specified,Non flood zone,None,28,No,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20262257
20254454,2600,berchem,apartment,for-sale,214500214500,None,85,2,1,None,Installed,Good,2,None,6,1968,107,B,Non flood zone,None,3,None,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20254454
20261486,1140,evere,duplex,for-sale,410000410000,None,105,3,2,No,Hyper equipped,As new,2,4,None,2023,40,A,Non flood zone,25,10,No,No,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/duplex/for-sale/evere/1140/20261486
20258704,9000,gent,apartment,for-sale,345000345000,None,103,2,1,No,Installed,Good,None,8,4,1980,129,B,Non flood zone,None,10,None,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20258704
20256394,4680,oupeye,house,for-sale,319000319000,1102,260,5,1,No,Not installed,To renovate,4,3,None,1992,328,D,Non flood zone,735,18,No,No,42,Not a public sale,Make an offer,https://www.immoweb.be/en/classified/house/for-sale/oupeye/4680/20256394
20258863,9600,ronse,villa,for-sale,399000399000,992,197,4,1,No,Hyper equipped,Just renovated,4,1,None,1971,371,D,Non flood zone,485,30,No,No,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/villa/for-sale/ronse/9600/20258863
20257259,1300,wavre,house,for-sale,650000650000,2363,262,4,3,No,Installed,Good,4,2,None,1969,314,D,Non flood zone,215,40,No,No,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/20257259
20259269,1760,roosdaal,apartment,for-sale,399000399000,None,141,3,1,None,Hyper equipped,Just renovated,None,None,1,None,108,B,Non flood zone,None,65,None,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/roosdaal/1760/20259269
20261847,9900,eeklo,apartment,for-sale,170000170000,None,98,2,1,None,Semi equipped,To be done up,None,3,2,2001,194,B,Non flood zone,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/eeklo/9900/20261847
20261682,1190,forest,duplex,for-sale,199000199000,None,106,1,1,No,Not installed,To renovate,2,4,4,1933,1069,G,Non flood zone,None,None,No,No,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/duplex/for-sale/forest/1190/20261682
20261513,8400,oostende,service-flat,for-sale,425000425000,None,98,1,1,None,None,Good,None,4,3,2022,None,A,Non flood zone,None,None,None,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/service-flat/for-sale/oostende/8400/20261513
20259952,1080,molenbeek-saint-jean,apartment,for-sale,265000265000,None,83,2,1,None,Hyper equipped,As new,2,20,7,2020,94,B,Non flood zone,None,4,No,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20259952
20261481,9800,deinze,apartment,for-sale,647000647000,None,121,2,2,No,Installed,Good,None,7,6,2024,None,A,Recognized flood zone,None,14,None,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20261481
20262255,9800,deinze,apartment,for-sale,380000380000,None,94,2,1,No,Hyper equipped,As new,4,7,4,2024,None,Not specified,Non flood zone,None,30,No,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20262255
20262233,8600,diksmuide,apartment,for-sale,299000299000,None,141,2,1,No,None,None,4,3,3,2006,166,B,Non flood zone,None,None,No,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/diksmuide/8600/20262233
20262230,8691,stavele%20%28alveringem%29,house,for-sale,395000395000,3289,188,3,1,No,None,None,4,None,None,None,980,F,None,None,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/stavele%20%28alveringem%29/8691/20262230
20262232,8600,diksmuide,house,for-sale,499000499000,1535,286,6,2,No,None,None,3,None,None,1979,221,C,Non flood zone,None,None,No,No,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/diksmuide/8600/20262232
20262229,6811,chiny,house,for-sale,325000325000,191,199,4,2,No,None,None,2,None,None,1930,242,C,Non flood zone,None,None,None,None,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/chiny/6811/20262229
20262234,6870,hatrival%20%28saint-hubert%29,house,for-sale,230000230000,1545,189,3,1,No,Not installed,None,4,None,None,1899,633,G,None,None,None,None,None,14,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/hatrival%20%28saint-hubert%29/6870/20262234
20262228,1600,sint-pieters-leeuw,house,for-sale,365000365000,321,169,2,1,No,None,None,3,3,None,1976,230,C,Non flood zone,None,None,No,No,None,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/sint-pieters-leeuw/1600/20262228
20262226,2000,antwerpen,house,for-sale,399000399000,42,127,2,1,No,Hyper equipped,None,2,None,None,1937,183,B,Non flood zone,None,12,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2000/20262226
20262222,2000,antwerpen,triplex,for-sale,399000399000,None,127,2,1,No,Hyper equipped,None,2,None,None,1937,183,B,Non flood zone,None,12,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/triplex/for-sale/antwerpen/2000/20262222
20262188,9700,oudenaarde,apartment,for-sale,329000329000,None,101,2,1,No,Hyper equipped,As new,2,2,2,2024,None,Not specified,Non flood zone,None,8,No,No,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20262188
20262227,8400,oostende,ground-floor,for-sale,179000179000,None,79,1,1,Yes,Installed,Good,2,8,None,2000,395,D,Non flood zone,None,None,Yes,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/ground-floor/for-sale/oostende/8400/20262227
20262186,9700,oudenaarde,apartment,for-sale,275000275000,None,86,2,1,No,Hyper equipped,As new,2,2,2,2024,None,Not specified,Non flood zone,None,4,No,No,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20262186
20262099,9000,gent,duplex,for-sale,601900601900,None,146,3,1,No,Hyper equipped,As new,None,4,None,None,None,Not specified,Non flood zone,None,27,No,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/duplex/for-sale/gent/9000/20262099
20262118,9700,oudenaarde,apartment,for-sale,329000329000,None,101,2,1,No,Hyper equipped,As new,2,2,1,2024,None,Not specified,Non flood zone,None,8,No,No,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20262118
20262097,9700,oudenaarde,apartment,for-sale,292105292105,None,86,2,1,No,Hyper equipped,As new,2,2,1,2024,None,Not specified,Non flood zone,None,4,No,No,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20262097
20262096,9700,oudenaarde,apartment,for-sale,300000300000,None,89,2,1,No,Hyper equipped,As new,2,2,2,2024,None,Not specified,Non flood zone,None,8,No,No,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20262096
20262094,9700,oudenaarde,apartment,for-sale,313258313258,None,89,2,1,No,Hyper equipped,As new,2,2,1,2024,None,Not specified,Non flood zone,None,8,No,No,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20262094
20262074,8510,bellegem,house,for-sale,475000475000,552,249,3,1,None,None,As new,3,4,None,2006,151,B,None,None,None,No,No,19,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/bellegem/8510/20262074
20262073,3000,leuven,house,for-sale,649000649000,365,200,3,1,None,None,As new,3,3,None,1989,184,B,Non flood zone,145,35,None,No,52,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/leuven/3000/20262073
20262071,9820,merelbeke,house,for-sale,449000449000,220,None,3,1,None,Hyper equipped,Just renovated,4,3,None,1933,397,D,Non flood zone,1,1,No,No,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/merelbeke/9820/20262071
11490740,8680,koekelare,house,for-sale,7500092275000922,1249,168,3,1,None,Semi equipped,To be done up,4,None,None,1982,450,E,Non flood zone,None,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/koekelare/8680/11490740
20262066,1210,brussel,apartment,for-sale,245000245000,None,56,1,1,Yes,Installed,None,4,8,1,2011,198,D,Non flood zone,None,None,None,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1210/20262066
20222293,8680,koekelare,villa,for-sale,7500092275000922,1249,168,3,1,None,Semi equipped,To be done up,4,None,None,1982,450,E,Non flood zone,None,None,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/villa/for-sale/koekelare/8680/20222293
20249583,2800,mechelen,apartment,for-sale,349000349000,None,87,2,1,None,Installed,As new,3,2,1,2012,186,B,Non flood zone,None,12,None,Yes,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/20249583
20262065,1000,brussel,apartment,for-sale,215000215000,None,37,1,1,Yes,Installed,Good,2,5,None,None,496,G,Non flood zone,None,18,None,Yes,None,Not a public sale,None,https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20262065
20257839,6880,bertrix,house,for-sale,175000175000,173,85,3,1,None,Semi equipped,Good,2,None,None,1959,198,C,Non flood zone,107,20,None,None,Yes,Not a public sale,None,https://www.immoweb.be/en/classified/house/for-sale/bertrix/6880/20257839
